id,title,genres,year,keywords,cast,director,vote_average,release_date,popularity
1257960,Sikandar,"Action, Drama",2025,,"Salman Khan, Rashmika Mandanna, Sathyaraj",A.R. Murugadoss,5.194,2025-03-29,436.6307
1225915,Jewel Thief - The Heist Begins,"Action, Thriller",2025,audacious,"Saif Ali Khan, Jaideep Ahlawat, Nikita Dutta",Robby Grewal,6.773,2025-04-24,75.4564
1195430,Deva,"Action, Thriller, Mystery, Crime",2025,"remake, based on movie","Shahid Kapoor, Pooja Hegde, Pavail Gulati",Rosshan Andrrews,5.9,2025-01-31,25.1831
1143407,Sky Force,"Action, Thriller, War, History",2025,"based on true story, historical epic, indian air force, pakistani air force","Akshay Kumar, Veer Pahariya, Nimrat Kaur",Abhishek Kapur,6.4,2025-01-24,18.1197
1201012,Dhoom Dhaam,"Comedy, Romance, Action",2025,,"Yami Gautam, Pratik Gandhi, Eijaz Khan",Rishab Seth,6.722,2025-02-13,11.4021
1147546,The Diplomat,"Thriller, Drama",2025,"based on true story, pakistan, sexual violence, sex trafficking, forced marriage","John Abraham, Sadia Khateeb, Kumud Mishra",Shivam Nair,6.1,2025-03-07,7.7179
1160018,Kill,"Action, Crime, Thriller, Drama",2024,"train, one man army, relationship, train robbery, aggressive, action hero, high octane","Lakshya Lalwani, Raghav Juyal, Tanya Maniktala",Nikhil Nagesh Bhat,7.165,2024-07-03,9.7653
19404,Dilwale Dulhania Le Jayenge,"Comedy, Drama, Romance",1995,"family's daily life, family history, love-hate relationship, family drama, love affair, curious, casual, romantic, admiring, adoring","Kajol, Shah Rukh Khan, Amrish Puri",Aditya Chopra,8.516,1995-10-20,9.3731
781732,Animal,"Action, Crime, Drama",2023,"fistfight, shootout, held at gunpoint, machine gun, hand to hand combat, action hero, father son conflict, complex relationship","Ranbir Kapoor, Rashmika Mandanna, Anil Kapoor",Sandeep Reddy Vanga,6.241,2023-12-01,8.9047
1196943,Chhaava,"History, Action, Drama",2025,"biography, historical drama, 17th century, historical epic","Vicky Kaushal, Rashmika Mandanna, Akshaye Khanna",Laxman Utekar,6.424,2025-02-14,10.3823
1227128,Raid 2,"Crime, Drama, Thriller",2025,"sequel, political corruption, single location","Ajay Devgn, Ritesh Deshmukh, Vaani Kapoor",Raj Kumar Gupta,6.4,2025-05-01,8.7259
1301632,Bhool Chuk Maaf,"Comedy, Romance, Science Fiction",2025,"time loop, family comedy","Rajkummar Rao, Wamiqa Gabbi, Raghubir Yadav",Karan Shrikant Sharma,0.0,2025-05-23,8.0027
1163258,12th Fail,Drama,2023,awestruck,"Vikrant Massey, Medha Shankr, Anant Joshi",Vidhu Vinod Chopra,7.954,2023-08-11,7.623
1020951,Chandu Champion,Drama,2024,"sports, paralympics, biography, based on true story, battlefield, soldier, swimming, military, disability, boxing, paralympic games, athlete, sports drama, based on real person, sport","Kartik Aaryan, Vijay Raaz, Bhuvan Arora",Kabir Khan,7.211,2024-06-14,7.8175
11518,Mohabbatein,"Drama, Romance",2000,"becoming an adult, tradition, forbidden love, musical, elite, principal, discipline, school life, teachers and students","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra",Aditya Chopra,7.029,2000-10-27,8.214
872906,Jawan,"Action, Crime, Thriller",2023,"revenge, vigilantism, political, admiring","Shah Rukh Khan, Nayanthara, Vijay Sethupathi",Atlee,7.105,2023-09-07,7.5063
20453,3 Idiots,"Drama, Comedy",2009,"suicide, suicide attempt, professor, college, middle class, slapstick comedy, coming of age, teacher, friends, engineering, university, subjective camera, smart kid, poor kid, brilliant, student, pregnant, delhi","Aamir Khan, R. Madhavan, Sharman Joshi",Rajkumar Hirani,8.0,2009-12-23,7.3489
1226572,Superboys of Malegaon,"Comedy, Drama",2025,"cinema on cinema, filmmaking","Adarsh Gourav, Shashank Arora, Vineet Kumar Singh",Reema Kagti,7.8,2025-02-27,9.5303
1146210,Housefull 5,"Comedy, Crime, Mystery",2025,"sequel, cruise ship, murder mystery, comedy of errors, party","Akshay Kumar, Ritesh Deshmukh, Abhishek Bachchan",Tarun Mansukhani,0.0,2025-06-05,7.2298
899718,Yodha,"Action, Adventure, Thriller",2024,,"Sidharth Malhotra, Raashii Khanna, Disha Patani",Sagar Ambre,6.214,2024-03-15,6.8325
360814,Dangal,"Drama, Family, Comedy",2016,"small town, strong woman, sports, parent child relationship, empowerment, abusive father, feminism, wrestling, training, biography, autobiography, domestic abuse, fighting, womanhood, endurance, woman vs woman fight, female empowerment, determination, strength training, overcoming fears, father daughter relationship","Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra",Nitesh Tiwari,7.9,2016-12-21,7.8353
784651,Fighter,"Action, Drama",2024,"helicopter, airplane, fighter pilot, helicopter pilot, kashmir conflict, behind enemy lines, jet fighter pilot, military, retaliation, armed conflict, kashmir, fighter pilots, india pakistan border, military aviation, military pilots, islamic terrorism, amused, indian air force, india pakistan conflict","Hrithik Roshan, Deepika Padukone, Anil Kapoor",Siddharth Anand,6.1,2024-01-24,7.3081
192558,Aashiqui 2,"Drama, Romance",2013,"artist, musical, tragic love","Aditya Roy Kapur, Shraddha Kapoor, Shaad Randhawa",Mohit Suri,6.8,2013-04-26,6.6395
1216780,Nadaaniyan,"Romance, Comedy, Drama",2025,,"Ibrahim Ali Khan, Khushi Kapoor, Mahima Chaudhry",Shauna Gautam,6.026,2025-03-01,6.4217
538858,Tumbbad,"Fantasy, Horror",2018,"husband wife relationship, independence, village, greed, india, evil, wheat, hindu mythology, cursed, father son relationship","Sohum Shah, Mohammad Samad, Harsh K.",Rahi Anil Barve,7.487,2018-10-12,8.1079
554600,Uri: The Surgical Strike,"Action, Drama, War",2019,"army, based on true story, terrorism, india, terrorist attack, indian army, vindictive","Vicky Kaushal, Paresh Rawal, Yami Gautam",Aditya Dhar,7.0,2019-01-11,5.997
1379877,Azaad,"Drama, Action",2025,,"Ajay Devgn, Aaman Devgan, Rasha Thadani",Abhishek Kapoor,6.0,2025-01-17,5.9608
599925,Shershaah,"Action, Drama, Thriller, War",2021,"biography, kargil conflict","Sidharth Malhotra, Kiara Advani, Shataf Figar",Vishnu Varadhan,7.2,2021-08-12,5.7093
1083241,Baby John,"Action, Drama, Thriller, Crime",2024,"remake, based on movie","Varun Dhawan, Keerthy Suresh, Wamiqa Gabbi",Kalees,5.5,2024-12-25,5.6458
611598,Samrat Prithviraj,"Action, Drama, History",2022,"india, period drama, warrior, 12th century, rajput, ghurid dynasty","Akshay Kumar, Manushi Chhillar, Sanjay Dutt",Dr. Chandraprakash Dwivedi,6.84,2022-06-03,5.6067
1014214,Singham Again,"Action, Drama, Thriller, Crime",2024,"singham 3, rohit shetthy universe","Ajay Devgn, Akshay Kumar, Ranveer Singh",Rohit Shetty,4.375,2024-11-01,5.5225
7508,Like Stars on Earth,Drama,2007,"jealousy, parent child relationship, boarding school, painter, father, dyslexia, teacher, little boy, india, childhood, teachers and students","Darsheel Safary, Aamir Khan, Tisca Chopra",Aamir Khan,8.0,2007-12-21,5.3631
864692,Pathaan,"Action, Adventure, Thriller",2023,"spy, fake death, spy thriller, yrf spy universe","Shah Rukh Khan, Deepika Padukone, John Abraham",Siddharth Anand,6.451,2023-01-25,5.2918
1110390,Teri Baaton Mein Aisa Uljha Jiya,"Romance, Comedy, Science Fiction",2024,"romcom, robotics, romantic misunderstanding, human android relationship, human robot","Shahid Kapoor, Kriti Sanon, Dimple Kapadia",Aradhana Sah,5.6,2024-02-09,5.1184
1252470,Sikandar Ka Muqaddar,"Thriller, Crime, Mystery, Action",2024,,"Jimmy Shergill, Avinash Tiwary, Tamannaah Bhatia",Neeraj Pandey,5.573,2024-11-29,5.1002
1306845,Jaat,"Action, Crime, Drama",2025,,"Sunny Deol, Randeep Hooda, Saiyami Kher",Gopichand Malineni,6.0,2025-04-10,5.0207
848116,Rocky Aur Rani Kii Prem Kahaani,"Comedy, Drama, Family, Romance",2023,"musical, nostalgia, love interest, nostalgic, wealthy family","Alia Bhatt, Ranveer Singh, Jaya Bachchan",Karan Johar,6.172,2023-07-28,5.0115
1190511,Sitaare Zameen Par,"Comedy, Drama",2025,"basketball, remake, intellectual disability, sports comedy","Aamir Khan, Genelia D'Souza, Darsheel Safary",R. S. Prasanna,0.0,2025-06-20,5.7851
585268,War,"Action, Thriller, Adventure",2019,"friendship, chase, gun, italy, portugal, spy, traitor, two man army, karate, love, betrayal, shootout, one man army, explosion, india, motorcycle, one against many, mentor protégé relationship, motorcycle chase, new delhi india, yrf spy universe","Hrithik Roshan, Tiger Shroff, Ashutosh Rana",Siddharth Anand,6.751,2019-10-02,6.0435
376812,Sultan,"Drama, Action, Romance",2016,"sports, wrestling","Salman Khan, Anushka Sharma, Randeep Hooda",Ali Abbas Zafar,6.9,2016-07-06,4.8815
533991,Stree,"Horror, Comedy",2018,witch,"Rajkummar Rao, Shraddha Kapoor, Aparshakti Khurana",Amar Kaushik,6.9,2018-08-31,4.8729
205022,Chennai Express,"Romance, Comedy, Action",2013,"temple, grandfather, romantic rivalry, ashes, journey","Shah Rukh Khan, Deepika Padukone, Nikitin Dheer",Rohit Shetty,6.4,2013-08-08,4.8275
58051,Housefull,"Comedy, Romance",2010,"love, game","Akshay Kumar, Arjun Rampal, Ritesh Deshmukh",Sajid Khan,5.7,2010-04-30,4.7768
62201,Shahenshah,Action,1988,,"Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani",Tinnu Anand,6.2,1988-01-29,5.5798
297222,PK,"Comedy, Drama, Science Fiction",2014,"friendship, society, christianity, hinduism, islam, satire, alien, love, religion, sociology, belief in god, islamophobia, pakistan vs india, sikhism, jainism, religious satire","Aamir Khan, Anushka Sharma, Saurabh Shukla",Rajkumar Hirani,7.7,2014-12-18,6.1808
432527,Padmaavat,"Drama, History, Romance",2018,"epic, husband wife relationship, obsession, queen, delhi, india, afghanistan, sultan, musical, romance, honor, king, battle, period drama, fortress, based on song, poem or rhyme, medieval, mongol, history of india, 13th century, ancient india, mewar, india","Deepika Padukone, Ranveer Singh, Shahid Kapoor",Sanjay Leela Bhansali,6.9,2018-01-25,4.65
504080,Dhadak,"Romance, Drama, Comedy",2018,"caste system, honor killing","Ishaan Khatter, Janhvi Kapoor, Ashutosh Rana",Shashank Khaitan,7.1,2018-07-20,4.6268
8079,Om Shanti Om,"Comedy, Thriller, Drama",2007,"psychopath, 1970s, musical, reincarnation, sociopath, revenge, betrayal, disco, predator turns victim, unlikely lovers, woman director, desire for fame, 2000s, crossover","Shah Rukh Khan, Deepika Padukone, Arjun Rampal",Farah Khan,7.1,2007-11-07,4.6158
799155,Attack,"Action, Science Fiction, Thriller",2022,"artificial intelligence (a.i.), post-traumatic stress disorder (ptsd), delhi, india, prime minister, hostage-taking, parliament, super soldier, cyberpunk, soldier, erased memory, terrorist attack, genetic engineering, indian army, death of girlfriend, 2010s, mumbai, military sci-fi, islamic terrorism, 2020s","John Abraham, Serena Walia, Rakul Preet Singh",Lakshya Raj Anand,6.766,2022-04-01,4.5926
1112426,Stree 2,"Horror, Comedy",2024,,"Rajkummar Rao, Shraddha Kapoor, Aparshakti Khurana",Amar Kaushik,6.697,2024-08-15,4.583
581361,Badla,"Crime, Thriller, Mystery, Drama",2019,based on movie,"Amitabh Bachchan, Taapsee Pannu, Tony Luke",Sujoy Ghosh,7.4,2019-03-08,4.5645
1201015,Madgaon Express,"Comedy, Drama",2024,casual,"Divyendu Sharma, Pratik Gandhi, Avinash Tiwary",Kunal Khemu,6.0,2024-03-22,4.4807
14072,Rab Ne Bana Di Jodi,"Comedy, Drama, Romance",2008,,"Shah Rukh Khan, Vinay Pathak, Anushka Sharma",Aditya Chopra,7.074,2008-12-11,4.1044
280795,Haider,"Crime, Drama",2014,"death of father, revenge, kashmir conflict, hamlet, avenge","Shahid Kapoor, Tabu, Kay Kay Menon",Vishal Bhardwaj,7.2,2014-10-02,4.3392
679844,Radhe,"Action, Adventure, Crime, Thriller",2021,"police, gang war, cop","Salman Khan, Disha Patani, Randeep Hooda",Prabhu Deva,4.108,2021-05-12,5.1995
4251,Veer-Zaara,"Drama, Romance",2004,"prison, class society, love of one's life, pilot, musical, pakistan, india, kashmir conflict","Shah Rukh Khan, Preity Zinta, Rani Mukerji",Yash Chopra,7.4,2004-11-12,4.3198
26022,My Name Is Khan,"Drama, Romance",2010,"autism, mumbai (bombay), india, based on true story, prejudice, religion, disability, asperger's syndrome, asian american","Shah Rukh Khan, Kajol, Arjan Aujla",Karan Johar,8.0,2010-02-10,4.2831
143976,Ziddi,"Drama, Action",1997,,"Sunny Deol, Raveena Tandon, Anupam Kher",Guddu Dhanoa,5.6,1997-04-11,4.9456
11854,Kuch Kuch Hota Hai,"Romance, Drama, Comedy",1998,"soulmates, friendship bracelet, love, falling in love, unhappiness, childhood friends","Shah Rukh Khan, Kajol, Rani Mukerji",Karan Johar,7.461,1998-10-16,4.6285
14070,Ghajini,"Action, Romance, Thriller",2008,"tattoo, businessman, love at first sight, gangster, diary, villain, revenge, brutality, police officer, polaroid, short-term memory, medical student","Aamir Khan, Asin Thottumkal, Jiah Khan",A.R. Murugadoss,6.995,2008-12-25,4.1867
259720,2 States,"Comedy, Romance, Drama",2014,"based on novel or book, delhi, india, romcom, love, cultural difference, wedding, university, boyfriend girlfriend relationship","Alia Bhatt, Arjun Kapoor, Amrita Singh",Abhishek Varman,6.5,2014-04-17,4.5184
901315,Mr. & Mrs. Mahi,"Drama, Romance",2024,"sports, cricket","Rajkummar Rao, Janhvi Kapoor, Kumud Mishra",Sharan Sharma,6.2,2024-05-31,4.0945
1187058,Munjya,"Comedy, Horror",2024,"ghost, horror","Abhay Verma, Sharvari Wagh, Ayush Ulagadde",Aditya Sarpotdar,5.7,2024-06-07,4.0859
44977,Dhoom 3,"Action, Crime",2013,"circus, bank robber, sequel, heist, bank heist, motorcycle chase","Aamir Khan, Abhishek Bachchan, Katrina Kaif",Vijay Krishna Acharya,6.044,2013-12-19,5.028
1184889,Jigra,"Crime, Drama, Thriller",2024,depressing,"Alia Bhatt, Vedang Raina, Manoj Pahwa",Vasan Bala,6.2,2024-10-10,4.8731
1045931,Crew,"Comedy, Drama",2024,"heist, comedy thriller, cabin crew","Tabu, Kareena Kapoor Khan, Kriti Sanon",Rajesh Krishnan,6.858,2024-03-29,4.0104
556271,Kalank,"Drama, Romance",2019,,"Alia Bhatt, Varun Dhawan, Aditya Roy Kapur",Abhishek Varman,5.6,2019-04-17,3.9807
984101,Bad Newz,"Comedy, Romance, Drama",2024,"hotel, love triangle, romcom, overbearing mother, social media influencer, unexpected pregnancy, melodrama, female chef, romantic dramedy, interfaith romance","Vicky Kaushal, Triptii Dimri, Ammy Virk",Anand Tiwari,4.735,2024-07-19,3.969
18609,Shaurya,"Drama, Thriller",2008,,"Kay Kay Menon, Rahul Bose, Amrita Rao",Samar Khan,7.0,2008-04-04,4.5949
348892,Bajrangi Bhaijaan,"Comedy, Drama, Action",2015,"religion, journey, lost child","Salman Khan, Harshaali Malthotra, Nawazuddin Siddiqui",Kabir Khan,7.8,2015-07-17,5.3087
15772,Guru,"Drama, Romance",2007,"biography, idealism, tycoon, industrialist, rise to power","Abhishek Bachchan, Aishwarya Rai Bachchan, Mithun Chakraborty",Mani Ratnam,6.8,2007-01-12,3.8927
25510,Jannat,"Crime, Drama, Romance",2008,,"Emraan Hashmi, Sonal Chauhan, Javed Sheikh",Kunal Deshmukh,6.1,2008-05-16,3.8922
4254,Kal Ho Naa Ho,"Comedy, Drama, Romance",2003,"new york city, musical","Shah Rukh Khan, Preity Zinta, Saif Ali Khan",Nikkhil Advani,7.4,2003-11-27,3.8812
577328,Kabir Singh,"Drama, Romance",2019,"self-destruction, delhi, india, surgeon, family relationships, love, remake, based on movie, medical student, anger issues, unconditional love, self hatred","Shahid Kapoor, Kiara Advani, Arjan Bajwa",Sandeep Reddy Vanga,6.464,2019-06-20,4.0852
61202,Zindagi Na Milegi Dobara,"Drama, Comedy, Romance",2011,"school friend, friendship, cheating, painter, poet, vacation, travel, scuba diving, misunderstanding, lyricist, childhood friends, road movie, flirting, female domination, scuba diver, father son conflict, sky diving, lyrical, sanfermines","Hrithik Roshan, Abhay Deol, Farhan Akhtar",Zoya Akhtar,7.55,2011-07-15,3.8375
966719,Kisi Ka Bhai... Kisi Ki Jaan,"Romance, Action",2023,,"Salman Khan, Pooja Hegde, Venkatesh",Farhad Samji,5.268,2023-04-21,3.8161
460508,Munna Michael,"Music, Action",2017,"dancing, dance, dance competition","Tiger Shroff, Nawazuddin Siddiqui, Ronit Roy",Sabbir Khan,5.9,2017-07-20,4.9086
592508,Sooryavanshi,"Action, Crime, Thriller",2021,"police, sequel, police officer, cop universe","Akshay Kumar, Katrina Kaif, Javed Jaffrey",Rohit Shetty,5.8,2021-11-05,3.7586
734253,Adipurush,"History, Action, Adventure, Fantasy",2023,"ramayana, based on myths, legends or folklore, cgi-live action hybrid","Prabhas, Saif Ali Khan, Kriti Sanon",Om Raut,4.871,2023-06-16,4.4801
1187619,Shaitaan,"Thriller, Horror",2024,"black magic, remake, absurd, shaitaan universe","R. Madhavan, Janki Bodiwala, Ajay Devgn",Vikas Bahl,6.2,2024-03-08,3.9416
8453,Fanaa,"Action, Drama, Romance, Thriller",2006,"blindness and impaired vision, delhi, india, musical, tourist guide, kashmir conflict","Aamir Khan, Kajol, Rishi Kapoor",Kunal Kohli,6.7,2006-05-26,3.6536
67605,Naseeb,Drama,1981,,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor",Manmohan Desai,7.1,1981-05-01,4.4489
534780,Andhadhun,"Crime, Mystery, Thriller, Comedy",2018,"pianist, witness to a crime, blind man, piano","Ayushmann Khurrana, Tabu, Radhika Apte",Sriram Raghavan,7.6,2018-10-05,3.5913
14194,Dhoom 2,"Drama, Action, Thriller, Crime",2006,"robbery, sequel, heist, disguise, buddy cop, motorcycle chase","Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan",Sanjay Gadhvi,6.6,2006-11-24,3.5883
653457,Mimi,"Comedy, Drama",2021,"surrogate mother, based on movie","Kriti Sanon, Pankaj Tripathi, Sai Tamhankar",Laxman Utekar,6.881,2021-07-26,3.5767
185008,Yeh Jawaani Hai Deewani,"Romance, Comedy",2013,"friendship, romcom, dysfunctional family, relationship, philosophical, romantic, cheerful, comforting","Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapur",Ayan Mukerji,7.253,2013-05-31,4.214
1029827,Drishyam 2,"Crime, Thriller, Drama, Mystery",2022,based on movie,"Ajay Devgn, Akshaye Khanna, Tabu",Abhishek Pathak,7.933,2022-11-18,3.5432
10757,Kabhi Khushi Kabhie Gham,"Comedy, Drama",2001,"london, england, parent child relationship, adoption, delhi, india, forbidden love, reunion, class differences, family conflict","Amitabh Bachchan, Shah Rukh Khan, Hrithik Roshan",Karan Johar,7.7,2001-12-14,3.7059
980599,Bhool Bhulaiyaa 3,"Horror, Comedy",2024,"haunted house, sequel, vengeful spirit, west bengal","Kartik Aaryan, Vidya Balan, Madhuri Dixit",Anees Bazmee,5.636,2024-11-01,3.4922
404604,Mom,"Crime, Drama, Thriller",2017,"dancing, rape, police, kidnapping, aggression, rape victim, revenge, rapist, private detective, physical abuse, rape and revenge, sexual assault, mother daughter relationship, stepmother stepdaughter relationship, vigilante justice","Sridevi, Nawazuddin Siddiqui, Sajal Ali",Ravi Udyawar,7.6,2017-07-07,3.8361
960876,Dunki,"Adventure, Comedy, Drama",2023,"affectation, ambiguous","Shah Rukh Khan, Taapsee Pannu, Vikram Kochhar",Rajkumar Hirani,6.2,2023-12-21,3.4564
14073,Jodhaa Akbar,"Romance, History, Drama",2008,"epic, husband wife relationship, marriage crisis, emperor, hindu, biography, sword fight, period drama, domineering mother, mughal empire, marriage of alliance, 16th century, love after marriage, hindu muslim conflict","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood",Ashutosh Gowariker,7.326,2008-02-13,3.4421
1148172,Do Patti,"Thriller, Mystery, Drama, Crime",2024,"twins, thriller","Kajol, Kriti Sanon, Shaheer Sheikh",Shashanka Chaturvedi,6.99,2024-10-24,4.4386
1136736,Lust Stories 2,"Drama, Romance",2023,"anthology, love, lust","Neena Gupta, Mrunal Thakur, Tamannaah Bhatia",Konkona Sen Sharma,5.651,2023-06-29,3.1354
252841,Highway,"Drama, Romance, Crime",2014,"stockholm syndrome, kidnapping, self-discovery, on the road","Alia Bhatt, Randeep Hooda, Durgesh Kumar",Imtiaz Ali,7.186,2014-02-13,4.1243
1000438,Emergency,"Drama, History, War",2025,"1970s, biography, based on true story, female politician, emergency, indian politics, farcical","Kangana Ranaut, Anupam Kher, Satish Kaushik",Kangana Ranaut,3.0,2025-01-17,3.3771
679018,Jersey,Drama,2022,"sports, cricket, remake, based on movie, father son relationship","Shahid Kapoor, Mrunal Thakur, Pankaj Kapur",Gowtam Tinnanuri,7.1,2022-04-22,3.3664
277229,Taarzan: The Wonder Car,"Action, Romance",2004,"sports car, revenge","Vatsal Sheth, Ayesha Takia, Farida Jalal",Abbas Alibhai Burmawalla,5.511,2004-08-06,3.4427
1093971,Srikanth,Drama,2024,,"Rajkummar Rao, Jyothika, Alaya F",Tushar Hiranandani,7.531,2024-05-10,3.7149
498448,Kesari,"Action, Drama, History, War",2019,"kingdom, patriotism, based on true story, king, historical drama, 19th century, periodic","Akshay Kumar, Parineeti Chopra, Mir Sarwar",Anurag Singh,7.086,2019-03-21,3.332
598826,Sardar Udham,"Crime, Drama, History",2021,"biography, historical, punjab, india","Vicky Kaushal, Shaun Scott, Stephen Hogan",Shoojit Sircar,7.131,2021-10-16,3.3254
107745,Saajan,"Drama, Romance",1991,,"Sanjay Dutt, Salman Khan, Madhuri Dixit",Lawrence D'Souza,6.4,1991-08-30,3.3125
413882,Ok Jaanu,"Drama, Romance",2017,"lovesickness, ambition, urban life, remake","Aditya Roy Kapur, Shraddha Kapoor, Leela Samson",Shaad Ali,5.9,2017-01-12,3.7378
381418,Sanam Teri Kasam,"Drama, Romance",2016,"musical, loss, melodramatic","Harshvardhan Rane, Mawra Hocane, Vijay Raaz",Radhika Rao,7.81,2016-02-05,3.2964
1163194,Lost Ladies,"Comedy, Drama, Romance",2024,"bride, rural india, adventure","Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava",Kiran Rao,7.7,2024-03-01,3.2955
950071,Jaane Jaan,"Crime, Thriller, Drama",2023,based on novel or book,"Kareena Kapoor Khan, Jaideep Ahlawat, Vijay Varma",Sujoy Ghosh,7.117,2023-09-21,3.2322
720557,Tiger 3,"Action, Adventure, Thriller",2023,"yrf spy universe, intense","Salman Khan, Katrina Kaif, Emraan Hashmi",Maneesh Sharma,5.8,2023-11-12,3.8987
4435,Aśoka,"Action, Adventure, Drama, History, Romance, War",2001,"buddhism, emperor, commander, reue, india, ancient world, historical drama","Shah Rukh Khan, Kareena Kapoor Khan, Hrishitaa Bhatt",Santosh Sivan,6.5,2001-09-13,5.1599
21614,Hera Pheri,"Comedy, Crime",2000,,"Akshay Kumar, Suniel Shetty, Paresh Rawal",Priyadarshan,6.9,2000-03-31,3.0788
569594,Bharat,"Action, History, Drama",2019,,"Salman Khan, Katrina Kaif, Disha Patani",Ali Abbas Zafar,6.2,2019-06-05,4.0157
277432,Happy New Year,"Action, Comedy, Crime, Adventure",2014,"dance, diamond, competition, stripper, heist, dubai, con artist, thief, pole dancer, diamond heist, woman director, bar dancer","Shah Rukh Khan, Sonu Sood, Deepika Padukone",Farah Khan,6.076,2014-10-24,3.2034
1145110,King,"Action, Thriller",2026,,"Shah Rukh Khan, Suhana Khan, Abhishek Bachchan",Siddharth Anand,0.0,2026-10-02,3.0324
362045,Bajirao Mastani,"History, Romance, Drama",2015,"epic, husband wife relationship, based on true story, romance, love, battle, period drama, 18th century, warrior, mother son relationship","Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas",Sanjay Leela Bhansali,7.3,2015-12-18,4.1334
17501,Don,"Action, Drama, Thriller",2006,"drug trafficking, remake, doppelgänger","Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal",Farhan Akhtar,6.9,2006-10-20,3.1778
352173,Drishyam,"Crime, Mystery, Thriller",2015,"police, blackmail, hidden camera, remake, murder, family, phone, based on movie, false evidence","Ajay Devgn, Tabu, Shriya Saran",Nishikant Kamat,7.6,2015-07-30,4.5563
26277,Mujhse Dosti Karoge!,"Romance, Comedy, Drama",2002,,"Hrithik Roshan, Rani Mukerji, Kareena Kapoor Khan",Kunal Kohli,6.2,2002-08-08,3.1547
1109086,War 2,"Action, Adventure, Thriller",2025,yrf spy universe,"N.T. Rama Rao Jr., Hrithik Roshan, Kiara Advani",Ayan Mukerji,0.0,2025-08-14,3.4535
1233208,Santosh,"Crime, Drama, Thriller",2024,"widow, female protagonist, police officer, biting, female police officer, innocent murder","Shahana Goswami, Sunita Rajwar, Naval Shukla",Sandhya Suri,7.1,2024-07-17,3.0805
21175,Lakshya,"War, Action, Drama, Romance",2004,"spoiled child, terrorism, rescue team, discipline, awol, military academy, spoiled son, chance meeting, pakistan vs india, following one's dream, domineering father","Hrithik Roshan, Preity Zinta, Amitabh Bachchan",Farhan Akhtar,6.6,2004-06-18,3.0463
714338,Bulbbul,"Horror, Fantasy, Thriller",2020,"witch, rape, village, patriarchy, revenge, tragedy, murder, misogyny, child marriage, folklore, social issues, supernatural horror","Triptii Dimri, Rahul Bose, Avinash Tiwary",Anvita Dutt,6.542,2020-06-24,3.8732
21210,Dil Se..,"Drama, Romance",1998,"bomb, love at first sight, sexuality, love, terrorism, terrorist attack, terrorist bombing, suicide bomber, war trauma, cyanide pill, left","Shah Rukh Khan, Manisha Koirala, Preity Zinta",Mani Ratnam,6.9,1998-08-22,3.6681
711643,Chhorii,"Horror, Thriller",2021,"remake, based on movie","Nushrratt Bharuccha, Mita Vashisht, Rajesh Jais",Vishal Furia,6.0,2021-11-26,2.9887
496328,Sanju,"Drama, Comedy",2018,"artists' life, biography, sanjay dutt","Ranbir Kapoor, Paresh Rawal, Vicky Kaushal",Rajkumar Hirani,7.195,2018-06-29,2.9878
491622,Manikarnika: The Queen of Jhansi,"History, Drama, Action",2019,"rebellion, queen, invasion, british invasion","Kangana Ranaut, Danny Denzongpa, Suresh Oberoi",Kangana Ranaut,6.6,2019-01-25,2.943
1236671,Dange,"Action, Drama, Thriller",2024,,"Harshvardhan Rane, Ehan Bhat, TJ Bhanu",Bejoy Nambiar,5.7,2024-03-01,2.9235
601337,83,"Drama, History",2021,"sports, world cup, biography, cricket, based on true story, 1980s","Ranveer Singh, Pankaj Tripathi, Tahir Raj Bhasin",Kabir Khan,7.152,2021-12-23,3.9154
669696,Tadap,"Action, Romance",2021,"remake, based on movie","Ahan Shetty, Tara Sutaria, Saurabh Shukla",Milan Luthria,6.8,2021-12-03,2.9115
138122,Student Of The Year,"Comedy, Drama, Romance",2012,"friendship, jealousy, love triangle, competition, college, scavenger hunt, romance, reunion, triathlon","Sidharth Malhotra, Varun Dhawan, Alia Bhatt",Karan Johar,5.716,2012-10-19,3.0188
540620,Laila Majnu,"Drama, Romance",2018,"romance, love","Avinash Tiwary, Triptii Dimri, Mir Sarwar",Sajid Ali,6.7,2018-09-07,2.8756
911645,Gehraiyaan,"Romance, Drama",2022,,"Deepika Padukone, Siddhant Chaturvedi, Ananya Panday",Shakun Batra,5.4,2022-02-11,2.8631
884434,Shehzada,"Action, Comedy, Drama, Romance",2023,"remake, based on movie","Kartik Aaryan, Kriti Sanon, Paresh Rawal",Rohit Dhawan,5.736,2023-02-17,2.9872
1083590,Auron Mein Kahan Dum Tha,"Romance, Drama, Action",2024,,"Ajay Devgn, Tabu, Jimmy Shergill",Neeraj Pandey,3.2,2024-08-02,2.8514
