id,title,genres,year,keywords,cast,director,vote_average,release_date,popularity
83009,Mem-didi,"Drama, Comedy",1961,,"David, Jayant, Tanuja Samarth",Hrishikesh Mukherjee,4.8,1961-01-01,0.3587
232492,Sachaa Jhutha,"Family, Action, Comedy, Crime, Drama, Music",1970,,"Rajesh Khanna, Mumtaz Askari, Vinod Khanna",Manmohan Desai,6.6,1970-05-01,0.3584
626708,Angaaray,"Drama, Action, Crime",1998,,"Akshay Kumar, Sonali Bendre, Pooja Bhatt",Mahesh Bhatt,3.5,1998-07-24,0.6852
232706,Laila-Majnu,Romance,1976,,"Rishi Kapoor, Ranjeeta Kaur, Danny Denzongpa",Harnam Singh Rawail,3.0,1976-11-11,0.3583
159660,Aatank Hi Aatank,"Action, Crime, Drama",1995,,"Rajinikanth, Aamir Khan, Juhi Chawla Mehta",Dilip Shankar,4.7,1995-08-18,0.3583
1389626,Pune Highway,,2024,,"Amit Sadh, Jim Sarbh, Manjari Fadnnis",Bugs Bhargava Krishna,0.0,2024-11-23,0.3582
495816,Anjaan Raahen,"Drama, Comedy",1974,,"Feroz Khan, Asha Parekh, Akbar Khan",Mohan J. Bijlani,0.0,1974-07-26,0.3579
274532,Tirchhi Topiwale,"Comedy, Drama, Music",1998,,"Inder Kumar, Chunky Pandey, Monica Bedi",Nadeem Khan,6.0,1998-09-11,0.3579
460122,Hanuman Da Damdaar,Animation,2017,,"Salman Khan, Javed Akhtar, Hussain Dalal",Ruchi Narain,5.8,2017-06-02,0.4708
1004032,Screw Dheela,Action,,,"Tiger Shroff, Shanaya Kapoor, Sahil Vaid",Shashank Khaitan,0.0,,0.556
782364,Aaj Ka Daur,"Action, Drama",1985,,"Jackie Shroff, Padmini Kolhapure, Prem Chopra",K. Bapayya,9.0,1985-12-06,0.5872
656566,Amit Tandon: Family Tandoncies,Comedy,2020,stand-up comedy,Amit Tandon,,6.2,2020-02-28,0.3576
321335,Maa Tujhhe Salaam,"Action, Drama",2002,,"Sunny Deol, Tabu, Arbaaz Khan",,3.0,2002-01-25,0.7072
819760,Ganga Ki Kasam,,1999,,"Jackie Shroff, Mithun Chakraborty, Shakti Kapoor",T. L. V. Prasad,10.0,1999-06-04,0.6644
567895,Balak,,1969,,"Jaymala Adarsh, Abhi Bhattacharya, Dhumal",B.K. Adarsh,4.0,1969-01-01,0.3571
118631,Bhopal Express,"Drama, Romance",1999,chemical disaster,"Kay Kay Menon, Nethra Raghuraman, Naseeruddin Shah",Mahesh Mathai,6.2,1999-01-01,0.4421
304079,Babu,"Drama, Family",1985,,"Rajesh Khanna, Hema Malini, Mala Sinha",A. C. Tirulokchandar,6.5,1985-10-04,0.3569
150731,Hum Kisise Kum Naheen,Romance,1977,,"Rishi Kapoor, Kaajal Kiran, Amjad Khan",Nasir Hussain,7.1,1977-08-25,0.3568
326903,Super Model,"Drama, Romance",2013,,"Prabha Ali, Wahid Ali, Ashmit Patel",Naveen Batra,1.0,2013-09-27,0.3567
1200369,Chirutha,Drama,1981,,"Deepti Naval, Inayatullah Kantroo, Sulabha Deshpande",Tanvir Ahmed,0.0,1981-01-01,0.3566
614176,Do Chor,,1972,,"Dharmendra, Tanuja Samarth, K.N. Singh",B. Padmanabham,1.0,1972-03-24,0.5818
1181982,Luv You Shankar,"Animation, Family, Fantasy",2024,"vishnu, hindu mythology, shiva","Abhimanyu Singh, Sanjay Mishra, Shreyas Talpade",Rajiv S. Ruia,0.0,2024-04-19,0.3565
46412,Mukhbiir,"Action, Crime",2008,,"Sammir Dattani, Raima Sen, Rahul Dev",Mani Shankar,7.0,2008-08-22,0.3565
391730,Swarg Yahan Narak Yahan,,1991,,"Mithun Chakraborty, Shilpa Shirodkar, Kader Khan",,6.0,1991-08-02,0.3563
1021400,Dulhe Raja,"Comedy, Romance",,,,,10.0,,0.3562
1206664,Kahani Mitra Ki,,2019,,"Sayalee Phatak, Abhay Mahajan, Parna Pethe",Akash Khurana,0.0,2019-02-17,0.356
819800,Kranti Kshetra,"Action, Comedy, Drama",1994,,"Mithun Chakraborty, Pooja Bhatt, Harish Kumar",T. K. Rajeev Kumar,7.5,1994-08-26,0.5568
277032,Judaai,"Drama, Romance",1980,,"Ashok Kumar, Jeetendra, Rekha",Rama Rao Tatineni,5.0,1980-09-26,0.643
523192,Mehsampur,Drama,2018,"complex, whimsical, bold","Navjot Randhawa, Devrath Joshi, Lal Chand Mehra",Kabir Singh Chowdhry,5.2,2018-05-12,0.3559
312608,Jeena Hai Toh Thok Daal,Drama,2012,,"Ravi Kishan, Manish Vatsalya, Hazel Crowney",Manish Vatsalya,0.0,2012-09-14,0.3558
15646,Jugaad,Comedy,2009,,"Manoj Bajpayee, Hrishitaa Bhatt, Vijay Raaz",R. Anand Kumar,5.3,2009-02-13,0.3551
162066,Muskurahat,,1992,remake,"Jay Mehta, Revathi, Amrish Puri",Priyadarshan,7.8,1992-10-30,0.607
515629,Rihaee,Drama,1988,,"Vinod Khanna, Hema Malini, Naseeruddin Shah",Aruna Raje,10.0,1988-08-31,0.4705
117784,Department,"Action, Thriller",2012,,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati",Ram Gopal Varma,6.3,2012-05-18,0.6573
163807,Dunno Y Na Jaane Kyun...,"Drama, Romance",2010,male homosexuality,"Zeenat Aman, Kapil Sharma, Yuvraj Parashar",Sanjay Sharma,4.3,2010-11-12,0.5211
48923,Kuch Naa Kaho,"Comedy, Drama, Romance",2003,,"Aishwarya Rai Bachchan, Abhishek Bachchan, Satish Shah",Rohan Sippy,5.6,2003-08-26,0.3552
1164192,Surajmukhi,Drama,1950,,"Shyam, Rehana, Gope",K. Amarnath,0.0,1950-12-31,0.3551
543930,Chaahat,Romance,2020,,"Hiral Radadiya, Aman Chopra, Sameer Chowdhary",Gehana Vasisth,1.0,2020-02-25,0.428
322481,Yatra,,2007,,"Nana Patekar, Rekha, Deepti Naval",Goutam Ghose,3.0,2007-05-04,0.3551
532913,Bhoot Bhaijaan,"Comedy, Drama",2018,,"Aziz Naser, Adnan Sajid Khan, Sana",Habieb Naseer,10.0,2018-06-15,0.3381
274753,Aanchal,"Action, Drama, Family",1980,,"Rajesh Khanna, Rakhee Gulzar, Rekha",Anil Ganguly,6.0,1980-09-18,0.5402
904789,Badla,Thriller,1974,,"Shatrughan Sinha, Moushumi Chatterjee, Johnny Walker",Vijay Reddy,0.0,1974-01-01,0.5671
426376,House No. 13,Horror,1991,"haunted house, ghost","Salim Fateh, Baby Vijaya, Anil Dhawan",Baby,0.0,1991-08-16,0.3547
442992,Dilli Ka Thug,"Crime, Action, Comedy",1958,,"Kishore Kumar, Amar, Smriti Biswas",S.D. Narang,0.0,1958-01-01,0.3546
1224360,Bombay,"Crime, Drama, Thriller",2024,,"Gavie Chahal, Danish Bhatt, Ganesh Pai",Sanjay Niranjan,0.0,2024-02-23,0.59
213565,Arjun Pandit,"Action, Crime, Romance",1999,,"Sunny Deol, Juhi Chawla Mehta, Saurabh Shukla",Rahul Rawail,5.5,1999-08-11,0.3545
1196357,Sanki,Thriller,,,"Parineeti Chopra, Pradum Jaykar, Pradum Shukla",Anurag Singh,0.0,,0.3544
506456,Welcome to New York,"Drama, Comedy",2018,,"Sonakshi Sinha, Diljit Dosanjh, Karan Johar",Chakri Toleti,3.3,2018-02-23,0.3544
1399573,3rd EYE,Horror,2019,"supernatural, murder, police officer, exploding car, vengeful ghost, police investigation, ghost, woman spirit, woman in a bathtub","Rushad Rana, Mukul Dev, Raj Zutshi",Sanjay Niranjan,0.0,2019-03-05,0.3543
257620,Kali Salwar,Drama,2002,"metropolis, prostitute, garment","Sadiya Siddiqui, Surekha Sikri, Irrfan Khan",Fareeda Mehta,5.7,2002-02-01,0.5546
143734,Parwana,,2003,,"Ajay Devgn, Ameesha Patel, Pooja Batra",Deepak Bahry,6.7,2003-09-12,0.6946
44550,Help,"Drama, Horror, Thriller",2010,"husband wife relationship, twin sister, possession, evil spirit, murder, psychiatrist","Bobby Deol, Mugdha Godse, Sophia Handa",Rajeev Virani,2.25,2010-08-13,0.4961
391726,Jheel Ke Us Paar,"Romance, Action, Drama",1973,,"Dharmendra, Mumtaz Askari, Prem Chopra",Bhappi Sonie,6.0,1973-08-28,0.3541
319840,Tamacha,"Action, Romance",1988,,"Rajinikanth, Jeetendra, Sumeet Saigal",Ramesh Ahuja,3.5,1988-03-26,0.3256
39218,"Main, Meri Patni Aur Woh","Comedy, Drama, Romance",2005,,"Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon",Chandan Arora,5.5,2005-10-07,0.3541
543943,Chorni,"Comedy, Drama",1982,,"Jeetendra, Neetu Singh, Shreeram Lagoo",Jyoti Swaroop,5.0,1982-02-26,0.354
305339,Raavan,"Drama, Family",1984,,"Smita Patil, Vikram Makandar, Gulshan Arora",Johny Bakshi,0.0,1984-09-28,0.5342
1165010,Dhola Maru,Romance,1956,,"Pradeep Kumar, Rehana, Kumkum",N.R. Acharya,0.0,1956-04-10,0.3537
1157674,Lomad,"Crime, Drama, Thriller",2023,,"Hemwant Tiwari, Auroshikha Dey, Parimal Aloke",Hemwant Tiwari,0.0,2023-08-04,0.3537
315173,Karate,,1983,,"Deb Mukherjee, Mithun Chakraborty, Yogeeta Bali",Deb Mukherjee,4.8,1983-08-05,0.3534
304335,Paigham,Drama,1959,,"Dilip Kumar, Raaj Kumar, Vyjayanthimala",S. S. Vasan,0.0,1959-01-01,0.366
410849,Do Jasoos,,1975,,"Raj Kapoor, Rajendra Kumar, Prem Chopra",Naresh Kumar,5.0,1975-01-01,0.3527
507399,Thikana,Drama,1987,,"Smita Patil, Anil Kapoor, Amrita Singh",Mahesh Bhatt,5.0,1987-10-18,0.3526
1052671,Khalli Balli,"Comedy, Horror",2022,,"Kainaat Arora, Dharmendra, Rajpal Yadav",Manoj Sharma,0.0,2022-09-16,0.3525
258708,Shagird,,1967,,"Saira Banu, Joy Mukherjee, Nazir Hussain",Samir Ganguly,6.0,1967-06-14,0.3455
1275574,Arjun Ustara,,2025,,"Shahid Kapoor, Triptii Dimri, Nana Patekar",Vishal Bhardwaj,0.0,2025-12-05,0.5708
167595,Superman,"Action, Adventure, Science Fiction",1987,"saving the world, superhero, super power, superhuman strength","Puneet Issar, Shakti Kapoor, Dharmendra",B. Gupta,4.7,1987-12-31,0.3522
308107,Locket,,1986,,"Rekha, Vinod Mehra, Vijayendra Ghatge",,4.0,1986-04-11,0.5783
1342211,Suman,,1970,ftii diploma film,"Jaya Bachchan, Danny Denzongpa, Jaganath Timilsina",Madan Bavaria,0.0,1970-01-01,0.3518
238165,Mai,,2013,,"Asha Bhosle, Kshitee Jog, Shivani Joshi",Mahesh Kodiyal,7.0,2013-01-31,0.574
1118179,Apne Huye Paraye,"Drama, Family",1964,,"Mala Sinha, Manoj Kumar, Shashikala",Ajit Chakrabarty,0.0,1964-01-01,0.3516
256095,One by Two,"Comedy, Drama, Romance",2014,,"Abhay Deol, Preeti Desai, Tahir Raj Bhasin",Devika Bhagat,4.5,2014-01-31,0.3515
745490,Inspector,"Thriller, Mystery, Crime",1956,,"Ashok Kumar, Geeta Bali, Mehmood",Shakti Samanta,0.0,1956-01-01,0.4872
496526,Badle Ki Aag,Action,1982,"prison, prostitute, police, robber","Sunil Dutt, Dharmendra, Jeetendra",Rajkumar Kohli,5.0,1982-05-27,0.3519
817873,Motu Patlu in the City of Gold,,2018,,,Suhas Kadav,0.0,2018-04-29,0.3511
635946,The Booth,Drama,2019,,"Amruta Subhash, Parna Pethe, Mohit Sharma",Rohin Raveendran,6.9,2019-05-11,0.464
822197,Keep Punching,Drama,2020,"boxer, woman director, female boxing, boxing, short film","Samridhi Dewan, Kunj Anand, Astha Arora",Kirnay Bhatt,5.0,2020-11-20,0.6485
410243,Samadhi,,1972,,"Dharmendra, Jaya Bachchan, Asha Parekh",Prakash Mehra,6.0,1972-01-07,0.46
479401,Lakeer Ka Fakeer,,2013,,"Ajaz Khan, Vicky Ahuja, Javed Haider",Zubair Khan,8.0,2013-06-14,0.3505
405967,Stepney,Comedy,2014,,"Adnan Sajid Khan, Aziz Naser, Preeti Nigam",Aziz Naser,5.0,2014-11-14,0.3508
308616,Pyar Kiya Hai Pyar Karenge,,1986,,"Anil Kapoor, Padmini Kolhapure, Anita Raj",Vijay Reddy,10.0,1986-07-03,0.3505
618977,Qaidi,Action,2002,,"Mithun Chakraborty, Raza Murad, Jhony Nirmal",T. L. V. Prasad,0.0,2002-05-03,0.5601
23275,Do Knot Disturb,"Comedy, Romance",2009,,"Govinda, Sushmita Sen, Lara Dutta",David Dhawan,3.3,2009-10-02,0.5406
463320,Katputtli,"Drama, Thriller",2006,,"Milind Soman, Mink Brar, Yukta Mookhey",Sanjay Khanna,4.3,2006-08-18,0.35
496580,Prem Jaal,Thriller,2001,,Anil Soni,Shivshankar,0.0,2001-01-01,0.3498
673366,Chori Chori,Action,1972,,"Sanjay Khan, Radha Saluja, Bindu Desai",Kewal P. Kashyap,0.0,1972-01-01,0.3494
374305,Wedding Pullav,"Romance, Comedy",2015,,"Diganth Manchale, Anushka Ranjan, Karan Grover",Binod Pradhan,3.0,2015-10-16,0.3494
989880,The Signature,"Family, Drama",2024,,"Anupam Kher, Nina Kulkarni, Annu Kapoor",Gajendra Ahire,0.0,2024-10-04,0.5745
629321,Gamak Ghar,"Drama, Family",2019,"home, nostalgia, family, achal mishra","Abhinav Jha, Mira Jha, Satyendra Jha",Achal Mishra,9.0,2019-10-18,0.2671
619074,Aandhiyan,Romance,1990,,"Shatrughan Sinha, Mumtaz Askari, Prosenjit Chatterjee",David Dhawan,0.0,1990-06-08,0.349
305819,Yeh Raaste Hain Pyaar Ke,,2001,,"Ajay Devgn, Madhuri Dixit, Preity Zinta",Deepak S. Shivdasani,4.5,2001-08-10,0.9116
499111,Stumped,,2003,,"Alyy Khan, Raveena Tandon, Viju Khote",Gaurav Pandey,0.0,2003-05-16,0.8064
476894,Marshal,Action,2002,,"Ishrat Ali, Liyaqat Bari, Mithun Chakraborty",Manish R. Khandelwal,10.0,2002-09-13,0.4064
340736,Khuda Kasam,"Action, Drama",2010,,"Tabu, Sunny Deol, Farida Jalal",,0.0,2010-10-26,0.4026
194522,Monsoon Shootout,Thriller,2017,film noir,"Nawazuddin Siddiqui, Vijay Varma, Tannishtha Chatterjee",Amit Kumar,6.5,2017-12-15,0.7052
485096,Meri Nimmo,Drama,2018,,Anjali Patil,Rakul Shanklya,8.0,2018-04-27,0.3516
1215191,Safar,Drama,,,"Sunny Deol, Simran, Darshan Jariwala",Shashank Udapurkar,0.0,,0.3485
817990,Antim Nyay,"Action, Crime, Drama",1993,,"Jackie Shroff, Neelam Kothari, Kulbhushan Kharbanda",Sukhwant Dhadda,4.0,1993-07-23,0.3485
628818,Aaram,"Drama, Romance",1951,,"Dev Anand, Madhubala, Talat Mahmood",D.D. Kashyap,0.0,1951-08-22,0.4601
59262,Ek: The Power of One,"Action, Drama, Thriller",2009,,"Bobby Deol, Shriya Saran, Kulbhushan Kharbanda",Sangeeth Sivan,4.7,2009-03-27,0.3484
418655,Jaane Anjaane,Drama,1971,,"Shammi Kapoor, Helen, Leena Chandavarkar",Shakti Samanta,8.0,1971-05-16,0.5708
331563,Asli Naqli,"Action, Drama",1986,,"Rajinikanth, Shatrughan Sinha, Anita Raj",Sudarshan Nag,6.8,1986-10-17,0.3482
962851,Kaal Trighori,,,,"Mahesh Manjrekar, Arbaaz Khan, Rituparna Sengupta",Nitin Vaidya,0.0,,0.3476
20293,Shortkut - The Con Is On,Comedy,2009,,"Akshaye Khanna, Arshad Warsi, Amrita Rao",Neeraj Vora,4.2,2009-07-10,0.3476
499179,Saathi,Drama,1968,,"Vyjayanthimala, Rajendra Kumar, Simi Garewal",C. V. Sridhar,6.0,1968-01-17,0.4939
547650,Halkaa,Drama,2018,,"Paoli Dam, Vipin Katyal, Ranvir Shorey",Nila Madhab Panda,5.6,2018-09-07,0.3472
951706,Rickshawala,Romance,1973,,"Randhir Kapoor, Neetu Singh, Mala Sinha",K. Shankar,0.0,1973-03-23,0.4579
543938,Bewaffa Se Waffa,Romance,1992,,"Vivek Mushran, Juhi Chawla Mehta, Nagma",Saawan Kumar Tak,6.0,1992-09-11,0.6559
307368,Amir Garib,"Action, Drama",1974,,"Dev Anand, Hema Malini, Premnath Malhotra",Mohan Kumar,5.0,1974-07-26,0.3466
270417,The Xposé,"Thriller, Drama, Crime",2014,"scandal, murder, desire","Himesh Reshammiya, Sonali Raut, Zoya Afroz",Ananth Narayan Mahadevan,4.8,2014-05-16,0.3466
725101,Tasveer,Action,1966,,"Feroz Khan, Rajendranath Malhotra, Nazir Hussain",J.B.H. Wadia,0.0,1966-10-02,0.3754
612059,Taj Mahal: An Eternal Love Story!,"Drama, History",2005,,"Kabir Bedi, Zulfi Syed, Sonya Jehan",Akbar Khan,0.0,2005-11-18,0.6008
1336138,Tikdam,Drama,2024,,"Amit Sial, Divyansh Dwivedi, Aarohi Saud",Vivek Anchalia,8.0,2024-08-23,0.4137
59362,Pyaar Ke Side Effects,"Comedy, Drama, Romance",2006,,"Rahul Bose, Mallika Sherawat, Ranvir Shorey",Saket Chaudhary,6.1,2006-09-15,0.3462
1200697,Ek Aadmi,,1988,,"Pankaj Kapur, Supriya Pathak, Saeed Jaffrey",Khwaja Ahmad Abbas,0.0,1988-01-01,0.3458
443042,Sau Saal Baad,Horror,1989,"zombie, witchcraft, warlock, return from dead","Hemant Birje, Suraj Chaddha, Sahila Chaddha",Mohan Bhakri,0.0,1989-01-01,0.6418
495785,2001: Do Hazaar Ek,Drama,1998,,"Jackie Shroff, Rajat Bedi, Tabu",Raj N. Sippy,5.0,1998-02-20,0.6069
20299,Go,"Crime, Romance",2007,,"Gautam Gupta, Priyanka Kothari, Kay Kay Menon",Manish Shrivastav,7.1,2007-10-05,0.3772
410282,Taraana,Romance,1979,,"Mithun Chakraborty, Ranjeeta Kaur, Master Bhagwan",Deepak Bahry,5.0,1979-10-19,0.4045
144028,Kamaal Dhamaal Malamaal,"Comedy, Drama",2012,,"Nana Patekar, Nyra Banerjee, Shakti Kapoor",Priyadarshan,4.4,2012-09-28,0.3444
1304747,Ek Din Aadhi Raat,"Thriller, Horror",1971,,"Kumkum, Sujit Kumar, Aruna Irani",Kamal Sharma,0.0,1971-06-30,0.3439
774098,Nail Polish,"Crime, Thriller, Drama",2021,based on true story,"Arjun Rampal, Manav Kaul, Madhoo",Bugs Bhargava Krishna,6.6,2021-01-01,0.3436
307884,Do Kaliyan,,1968,,"Biswajeet Chatterjee, Mala Sinha, Mehmood",S. Panju,4.0,1968-03-01,0.3436
320133,Tejasvini,,1994,,,N. Chandra,7.0,1994-01-01,0.3435
911607,Lagan,"Action, Drama",1971,,"Nutan, Parikshat Sahni, Prem Chopra",Ramanna,0.0,1971-01-01,0.3433
1197914,Hanste Khelte,"Comedy, Fantasy",1994,,"Ishrat Ali, Govardhan Asrani, Rakesh Bedi",Bharat Rangachary,0.0,1994-01-01,0.3432
1069567,Lakadbaggha,"Action, Crime, Thriller",2023,,"Anshuman Jha, Ridhi Dogra, Milind Soman",Victor Mukherjee,6.8,2023-01-13,0.3704
680430,Insaaf Ki Awaaz,"Action, Drama",1986,,"Rekha, Anil Kapoor, Raj Babbar",B. Gopal,7.2,1986-11-14,0.3432
506808,Purdah,Documentary,2018,"muslim, sports, mumbai (bombay), india, islam, cricket, india, women's issues, women's rights, women's cricket, women's sports","Kaikasha Mirza, Saba Mirza, Al Heena Mirza",Jeremy Guy,10.0,2018-03-03,0.3431
298315,Ekkees Toppon Ki Salaami,,2014,,"Anupam Kher, Neha Dhupia, Divyendu Sharma",Ravindra Gautam,5.0,2014-10-10,0.3431
601469,Badnaam Gali,"Drama, Comedy, Family",2019,,"Divyendu Sharma, Patralekhaa, Dolly Ahluwalia",Ashwin Shetty,6.2,2019-05-10,0.343
558571,Hiraasat,Action,1987,,"Mithun Chakraborty, Shatrughan Sinha, Hema Malini",Surendra Mohan,4.0,1987-06-26,0.5218
46622,Khatta Meetha,"Comedy, Drama",1978,,"Ashok Kumar, Rakesh Roshan, Bindiya Goswami",Basu Chatterjee,6.6,1978-01-06,0.343
212502,Ek Aur Ek Gyarah: By Hook or by Crook,"Action, Comedy, Crime",2003,,"Sanjay Dutt, Govinda, Amrita Arora",David Dhawan,5.9,2003-08-06,0.6116
1364847,Yahoodi Ki Ladki,Drama,1957,jews,"Madhubala, Pradeep Kumar, Helen",S.D. Narang,0.0,1957-01-25,0.6103
548402,Spark,Action,2014,,"Rati Agnihotri, Mansha Bahl, Rajniesh Duggall",,0.0,2014-10-10,0.3811
1111923,The Battle of Bhima Koregaon,"History, Action, War, Drama",,"based on true story, historical drama, 19th century, 1800s","Arjun Rampal, Digangana Suryavanshi, Abhimanyu Singh",Ramesh Thete,0.0,,0.625
685121,Meherbaan,"Drama, Action, Romance, Family",1993,,"Sadashiv Amrapurkar, Mithun Chakraborty, Ajinkya Deo",K. Ravi Shankar,6.0,1993-01-01,0.3418
419052,Tere Liye,"Music, Drama, Family",2001,,"Arjun Punj, Hiten Paintal, Shilpa Saklani",Sanjay Gadhvi,6.0,2001-12-14,0.3417
777141,Veer,Action,1995,,"Dharmendra, Jaya Prada, Arman Kohli",Kanti Shah,0.0,1995-09-01,0.4964
243826,Aadmi,"Music, Romance",1968,,"Dilip Kumar, Waheeda Rehman, Manoj Kumar",A. Bhimsingh,6.0,1968-01-01,0.3989
794540,Raagini,"Drama, Music",1958,,"Kishore Kumar, Ashok Kumar, Padmini",R.K. Rakhan,0.0,1958-01-01,0.492
81150,Rules - Pyaar Ka Superhit Formula,"Drama, Comedy, Romance",2003,,"Milind Soman, Meera Vasudevan, Namrata Barua",Parvati Balagopalan,4.0,2003-09-05,0.3414
619091,Izzat,Action,1991,,"Jackie Shroff, Sangeeta Bijlani, Gulshan Grover",Ashok Gaekwad,4.5,1991-06-21,0.3413
464591,Keemat,"Thriller, Action",1973,,"Dharmendra, Rekha, Prem Chopra",Ravikant Nagaich,0.0,1973-01-01,0.3413
305903,Shoorveer,,1988,,"Rajan Sippy, Mandakini, Deepti Naval",Shyam Ralhan,0.0,1988-05-20,0.5697
304569,Deewaangee,Drama,1976,,"Shashi Kapoor, Zeenat Aman, Mehmood Jr.",Samir Ganguly,0.0,1976-06-09,0.341
569844,Naam Gum Jaayega,"Mystery, Thriller",2005,,"Raqesh Bapat, Dia Mirza, Aryan Vaid",Amol Shetge,5.0,2005-04-10,0.4684
97449,Khamoshi: The Musical,"Drama, Romance",1996,deaf-mute,"Manisha Koirala, Nana Patekar, Seema Biswas",Sanjay Leela Bhansali,6.7,1996-08-09,0.7514
1114114,IB 71,"Action, Thriller, War",2023,,"Vidyut Jammwal, Dalip Tahil, Anupam Kher",Sankalp Reddy,6.841,2023-05-12,0.3408
307396,Padosi,Drama,1941,,"Mazhar Khan, Radhakrishnan, Balwant Singh",Shantaram Rajaram Vankudre,0.0,1941-01-01,0.3822
634134,Chupp,,1997,,"Jeetendra, Om Puri, Somy Ali",Ambrish Sangal,5.2,1997-02-14,0.6153
526211,Zinda Dil,,2003,,"Abbas, Ashima Bhalla, Om Puri",Mohan Baggad,0.0,2003-12-12,0.3406
603542,Panaah,,1992,,"Naseeruddin Shah, Pallavi Joshi, Siddharth",,6.0,1992-02-07,0.3405
128677,Don't Cry for Salim the Lame,"Crime, Drama",1989,,"Pavan Malhotra, Makrand Deshpande, Ashutosh Gowariker",Saeed Akhtar Mirza,6.2,1989-05-29,0.6615
916628,Chakda ‘Xpress,Drama,,"cricket, indian cricket team, women's cricket, sports drama","Anushka Sharma, Anshul Chauhan, Renuka Shahane",Prosit Roy,0.0,,0.3402
337497,Mohan Joshi Hazir Ho!,Drama,1984,,"Salim Ghouse, Mohan Gokhale, Rohini Hattangadi",Saeed Akhtar Mirza,0.0,1984-01-01,0.5409
589965,Half Songs,Romance,2018,,"Vartika Tiwari, Emon Chatterjee",Sriram Raja,0.0,2018-01-01,0.2193
1481041,Ginny Weds Sunny 2,"Romance, Comedy, Drama, Family",,"sequel, matchmaking, wedding","Yami Gautam, Vikrant Massey, Ayesha Raza Mishra",Prashant Jha,0.0,,0.3617
1320810,Boong,Drama,2024,,"Gugun Kipgen, Bala Hijam, Angom Sanamatum",Lakshmipriya Devi,0.0,2024-09-05,0.6179
312643,Agni Pankh,,2004,,"Jimmy Shergill, Sameer Dharmadhikari, Rahul Dev",,0.0,2004-01-01,0.4813
992900,Do Dilon Ki Dastaan,Romance,1985,,"Sanjay Dutt, Shakti Kapoor, Padmini Kolhapure",A.C. Trilogchander,5.0,1985-02-15,0.3392
348052,Papi Gudia,"Thriller, Horror",1996,remake,"Avinash Wadhavan, Karisma Kapoor, Tinnu Anand",Lawrence D'Souza,2.7,1996-02-16,0.5003
938083,Doosri Dulhan,"Drama, Family",1983,,"Victor Banerjee, Sharmila Tagore, Shabana Azmi",Lekh Tandon,10.0,1983-10-14,0.4848
919286,Chalta Hai Yaar,Comedy,2005,,"Raghubir Yadav, Himani Shivpuri, Sanjay Narvekar",Mahesh Tilekar,0.0,2005-01-01,0.4689
926057,Kapil Sharma: I'm Not Done Yet,Comedy,2022,stand-up comedy,Kapil Sharma,Saahil Chhabria,6.3,2022-01-28,0.364
1198362,Chakrachaal,"Action, Drama",1996,,"Baldev Rana, Ashok Mall, Shreya",Naresh Khanna,0.0,1996-01-01,0.2861
161442,Waqt Hamara Hai,,1993,,"Akshay Kumar, Suniel Shetty, Ayesha Jhulka",Bharat Rangachary,5.4,1993-06-22,0.6196
159437,Life Mein Kabhie Kabhiee,Drama,2007,,"Aftab Shivdasani, Dino Morea, Nauheed Cyrusi",Vikram Bhatt,7.8,2007-04-13,0.4369
978489,Sanwri - Love Beyond Gender,"Romance, Drama",2022,"romance, india, social injustice, lgbt, social issues, rajasthan, lgbt rights","Bhagwan Tiwari, Kanak Garg, Sarthak Narula",Pallavi Roy,10.0,2022-06-01,0.3383
452095,The Song of Scorpions,Drama,2019,,"Golshifteh Farahani, Irrfan Khan, Waheeda Rehman",Anup Singh,8.0,2019-09-19,0.7514
59277,Aandhi,"Romance, Drama",1975,,"Sanjeev Kumar, Suchitra Sen, Om Shivpuri",Gulzar,6.6,1975-02-13,0.4527
527851,Kuchh Bheege Alfaaz,"Romance, Drama",2018,"chat, falling in love, internet chat, message, online dating, online chat, meme, whatsapp, online relationship","Zain Khan Durrani, Geetanjali Thapa, Shray Rai Tiwari",Onir,7.4,2018-02-16,0.6928
432693,Sawan Ko Aane Do,"Family, Drama, Romance",1979,musical,"Rita Bhaduri, Arun Govil, Zarina Wahab",Kanak Mishra,9.8,1979-01-01,0.4873
755997,Zahreela,"Action, Drama, Thriller",2001,,"Mithun Chakraborty, Om Puri, Gulshan Grover",Raj N. Sippy,5.0,2001-03-05,0.338
591932,Naaka Bandi,,1990,,"Dharmendra, Chunky Pandey, Sonam",Shibu Mitra,7.5,1990-05-04,0.6578
473014,Aksar 2,"Romance, Thriller",2017,love triangle,"Zareen Khan, Gautam Rode, Lillete Dubey",Ananth Narayan Mahadevan,4.8,2017-11-17,0.3379
543332,Officer,"Action, Crime, Drama",2001,,"Suniel Shetty, Raveena Tandon, Danny Denzongpa",Naeema H Shaikh,3.7,2001-03-21,0.3377
21224,Barah Aana,"Comedy, Drama",2009,,"Naseeruddin Shah, Tannishtha Chatterjee, Violante Placido",Raja Menon,5.3,2009-03-13,0.3377
1395184,Kabzaa,Documentary,2024,"demolition, displacement, persistence, urban remodeling",,Monal Agrawal,10.0,2024-11-29,0.4592
407547,Beiimaan Love,"Thriller, Romance",2016,romance,"Sunny Leone, Rajneesh Duggal, Daniel Weber",Rajiv Choudhury,2.6,2016-08-05,0.3371
